#algo	query_id	nb_reads	query_length	accession	description	organism	percentIdentity	nb_hsps	queryOverlap	hitOverlap	evalue	score	tax_id	taxonomy	sequence
"BLASTX"	"SRR10518886_1029"	"698"	"1673"	"XP_019079104"	"PREDICTED: squamous cell carcinoma antigen recognized by T-cells 3 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"80"	"61"	"0"	"917.146"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2162"	"271"	"1314"	"XP_002272750"	"PREDICTED: multisubstrate pseudouridine synthase 7 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"95"	"60"	"0"	"872.463"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2145"	"356"	"1318"	"CAN82139"	"hypothetical protein VITISV_035547 [Vitis vinifera]"	"Vitis vinifera"	"72.7"	"4"	"81"	"67"	"4.1179e-112"	"479.9017"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2056"	"208"	"1338"	"XP_010652807"	"PREDICTED: probable serine/threonine-protein kinase At1g01540 [Vitis vinifera]"	"Vitis vinifera"	"97.9"	"1"	"85"	"75"	"0"	"739.954"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2363"	"1282"	"1273"	"RVX15511"	"hypothetical protein CK203_009176 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"65"	"0"	"844.729"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_5802"	"104"	"1233"	"XP_019082056"	"PREDICTED: protein MEI2-like 4 isoform X5 [Vitis vinifera]"	"Vitis vinifera"	"81.3"	"2"	"95"	"49"	"6.40865e-86"	"637.092"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_154"	"1186"	"2723"	"XP_002283405"	"PREDICTED: RNA polymerase II degradation factor 1 [Vitis vinifera]"	"Vitis vinifera"	"97.6"	"1"	"54"	"70"	"0"	"842.417"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1619"	"251"	"1449"	"XP_010660760"	"PREDICTED: lysine-specific demethylase 5B isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.0"	"1"	"100"	"26"	"0"	"981.089"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1692"	"3363"	"1429"	"CBI19325"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"2"	"80"	"94"	"0"	"778.46"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3026"	"226"	"1145"	"XP_002283301"	"PREDICTED: lysophospholipid acyltransferase LPEAT1 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"67"	"68"	"1.78608e-175"	"503.056"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_684"	"934"	"1880"	"RVX17633"	"Serine hydroxymethyltransferase 3, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"86"	"96"	"0"	"1113.21"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_128"	"3472"	"2827"	"XP_010652173"	"PREDICTED: uncharacterized protein LOC100260666 [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"95"	"71"	"0"	"1615.13"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3438"	"110"	"1084"	"XP_002268908"	"PREDICTED: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"99.0"	"1"	"85"	"100"	"0"	"598.971"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3206"	"306"	"1118"	"CAN75987"	"hypothetical protein VITISV_012192 [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"89"	"91"	"0"	"683.33"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3107"	"768"	"1131"	"XP_002266000"	"PREDICTED: T-complex protein 1 subunit eta [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"88"	"59"	"0"	"592.038"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3233"	"202"	"1114"	"XP_002266761"	"PREDICTED: 11-beta-hydroxysteroid dehydrogenase 1B isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"88"	"100"	"0"	"600.512"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2630"	"588"	"1217"	"XP_002270894"	"PREDICTED: putative ER lumen protein-retaining receptor C28H8.4 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"68"	"100"	"0"	"530.406"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_173"	"3324"	"3298"	"XP_002283043"	"PREDICTED: uncharacterized protein LOC100242392 [Vitis vinifera]"	"Vitis vinifera"	"99.9"	"1"	"74"	"83"	"0"	"1598.18"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1022"	"610"	"1680"	"RVW62298"	"UPF0481 protein [Vitis vinifera]"	"Vitis vinifera"	"98.8"	"1"	"92"	"97"	"0"	"921.383"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_4898"	"74"	"1118"	"CAN71872"	"hypothetical protein VITISV_038162 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"25"	"35"	"6.56119e-57"	"196.823"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2548"	"1529"	"1235"	"XP_002283148"	"PREDICTED: E3 ubiquitin-protein ligase SDIR1 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"66"	"99"	"3.24641e-143"	"418.698"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3741"	"592"	"1039"	"XP_003635447"	"PREDICTED: branched-chain-amino-acid aminotransferase 5, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"85"	"71"	"0"	"572.778"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_379"	"2378"	"2212"	"XP_002264260"	"PREDICTED: protein CHROMATIN REMODELING 24 [Vitis vinifera]"	"Vitis vinifera"	"99.3"	"1"	"97"	"68"	"0"	"1448.72"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_416"	"1273"	"2159"	"XP_002275327"	"PREDICTED: protein CASP isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"95"	"100"	"0"	"1257.28"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_206"	"1646"	"2574"	"XP_003634635"	"PREDICTED: uncharacterized protein LOC100264164 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"65"	"96"	"0"	"979.163"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2575"	"2158"	"1229"	"XP_002269879"	"PREDICTED: phospholipase A(1) LCAT3 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"100"	"91"	"0"	"850.507"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_706"	"958"	"1859"	"XP_002272702"	"PREDICTED: apoptosis inhibitor 5-like protein API5 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"85"	"95"	"0"	"1007.28"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2029"	"402"	"1343"	"XP_010658511"	"PREDICTED: mitochondrial substrate carrier family protein B isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"72"	"94"	"0"	"599.356"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3521"	"419"	"1072"	"XP_010652693"	"PREDICTED: probable glucan 1,3-beta-glucosidase A [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"2"	"84"	"55"	"1.77334e-38"	"599.343"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2537"	"489"	"1237"	"XP_002266655"	"PREDICTED: hypersensitive-induced response protein 4 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"51"	"73"	"2.20221e-141"	"414.461"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2651"	"617"	"1211"	"CBI26721"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"45"	"58"	"1.4529e-124"	"372.474"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1240"	"1288"	"1577"	"XP_002284178"	"PREDICTED: cyclin-H1-1 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"64"	"100"	"0"	"644.81"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1556"	"330"	"1471"	"XP_010660333"	"PREDICTED: protease Do-like 7 isoform X3 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"53"	"0"	"996.882"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1380"	"260"	"1526"	"XP_002278111"	"PREDICTED: AUGMIN subunit 5 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"94"	"60"	"0"	"937.176"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_484"	"198"	"2054"	"XP_002266890"	"PREDICTED: probable thimet oligopeptidase [Vitis vinifera]"	"Vitis vinifera"	"92.2"	"1"	"100"	"99"	"0"	"1274.61"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3814"	"771"	"1028"	"XP_010647483"	"PREDICTED: ribonuclease 2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"82"	"100"	"0"	"532.717"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3863"	"146"	"1021"	"XP_002284709"	"PREDICTED: eukaryotic translation initiation factor 3 subunit J [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"65"	"100"	"3.22063e-110"	"330.102"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_487"	"664"	"2047"	"CBI21155"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"89"	"65"	"0"	"1062.37"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1434"	"781"	"1508"	"XP_019079944"	"PREDICTED: uncharacterized protein LOC100244432 isoform X3 [Vitis vinifera]"	"Vitis vinifera"	"93.4"	"1"	"96"	"83"	"0"	"850.892"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2422"	"134"	"1357"	"XP_019080684"	"PREDICTED: probable aldo-keto reductase 1 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"87.7"	"1"	"76"	"100"	"0"	"602.053"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_41"	"2539"	"3458"	"XP_010656454"	"PREDICTED: topless-related protein 4 isoform X4 [Vitis vinifera]"	"Vitis vinifera"	"99.3"	"1"	"52"	"53"	"0"	"1249.57"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1986"	"580"	"1353"	"XP_002281107"	"PREDICTED: 26S protease regulatory subunit S10B homolog B [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"88"	"100"	"0"	"807.749"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_7057"	"94"	"1151"	"RVX22288"	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 1 [Vitis vinifera]"	"Vitis vinifera"	"87.2"	"1"	"49"	"100"	"8.78487e-109"	"326.635"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2612"	"490"	"1222"	"XP_002285809"	"PREDICTED: uncharacterized protein LOC100242149 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"71"	"0"	"790.415"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2359"	"455"	"1273"	"XP_002265831"	"PREDICTED: adenosine deaminase-like protein isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"85"	"100"	"0"	"702.975"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1086"	"8784"	"1648"	"XP_003633016"	"PREDICTED: shaggy-related protein kinase eta isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"68"	"99"	"0"	"782.326"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1854"	"215"	"1393"	"XP_010646536"	"PREDICTED: uncharacterized protein LOC100252861 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"79"	"99"	"0"	"752.281"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_381"	"973"	"3376"	"XP_002265778"	"PREDICTED: topless-related protein 4 [Vitis vinifera]"	"Vitis vinifera"	"96.6"	"1"	"100"	"99"	"0"	"2122.44"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1815"	"373"	"1400"	"CBI36079"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"56"	"0"	"967.607"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_598"	"1389"	"1943"	"XP_002273260"	"PREDICTED: nicalin-1 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"78"	"90"	"0"	"951.044"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_567"	"1414"	"1963"	"XP_002279466"	"PREDICTED: ATP synthase subunit O, mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"38"	"100"	"2.71315e-160"	"470.315"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2125"	"92"	"1324"	"XP_031278588"	"allantoinase isoform X2 [Pistacia vera]"	"Pistacia vera"	"83.6"	"1"	"72"	"69"	"0"	"565.074"	"55513"	"Eukaryota;;Anacardiaceae;Pistacia;Pistacia vera"	""
"BLASTX"	"SRR10518886_4689"	"196"	"1350"	"CBI40205"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"2"	"99"	"56"	"2.56983e-64"	"830.077"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2386"	"279"	"1269"	"XP_010665137"	"PREDICTED: sterol 3-beta-glucosyltransferase UGT80B1 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"97"	"65"	"0"	"820.461"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3800"	"255"	"1029"	"XP_002285099"	"PREDICTED: probable ethanolamine kinase isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"99"	"90"	"0"	"675.241"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3872"	"70"	"1019"	"XP_002272789"	"PREDICTED: trihelix transcription factor GTL2 [Vitis vinifera]"	"Vitis vinifera"	"82.8"	"2"	"100"	"61"	"9.73235e-06"	"608.9722"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1467"	"495"	"1499"	"XP_010646872"	"PREDICTED: la-related protein 1C isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"97"	"86"	"0"	"855.514"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_756"	"644"	"1829"	"XP_002282568"	"PREDICTED: V-type proton ATPase subunit d2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"57"	"99"	"0"	"725.702"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2222"	"62"	"1302"	"CAN72330"	"hypothetical protein VITISV_035622 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"90"	"52"	"0"	"736.873"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1687"	"3444"	"1431"	"XP_002274609"	"PREDICTED: probable inactive ATP-dependent zinc metalloprotease FTSHI 5, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"97.5"	"1"	"50"	"18"	"1.11e-137"	"438.343"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1886"	"764"	"1383"	"CBI18338"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"81"	"72"	"0"	"771.155"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1777"	"873"	"1411"	"XP_002278629"	"PREDICTED: deoxynucleoside triphosphate triphosphohydrolase SAMHD1 homolog [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"99"	"100"	"0"	"923.694"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_489"	"519"	"2044"	"XP_002283798"	"PREDICTED: nuclear pore complex protein NUP85 [Vitis vinifera]"	"Vitis vinifera"	"98.7"	"1"	"92"	"88"	"0"	"1214.13"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2111"	"3152"	"1326"	"XP_002281791"	"PREDICTED: paired amphipathic helix protein Sin3-like 2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"76"	"24"	"0"	"707.212"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_810"	"1308"	"1787"	"XP_002280223"	"PREDICTED: GTPase-activating protein gyp7 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"84"	"90"	"0"	"990.719"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3624"	"30"	"1057"	"XP_010648823"	"PREDICTED: formin-like protein 18 [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"100"	"29"	"0"	"665.996"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_134"	"729"	"2809"	"XP_010649796"	"PREDICTED: chromatin structure-remodeling complex protein SYD isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.9"	"1"	"99"	"25"	"0"	"1652.88"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3203"	"569"	"1118"	"XP_002276277"	"PREDICTED: rho GTPase-activating protein 7 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"42"	"0"	"707.983"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_485"	"363"	"2051"	"XP_002267948"	"PREDICTED: phosphatidylserine decarboxylase proenzyme 2 [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"93"	"100"	"0"	"1209.51"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3436"	"245"	"1084"	"CAN81937"	"hypothetical protein VITISV_028001 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"87"	"73"	"0"	"657.136"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1098"	"1252"	"2658"	"XP_010656534"	"PREDICTED: ubiquilin isoform X3 [Vitis vinifera]"	"Vitis vinifera"	"95.0"	"2"	"71"	"99"	"0"	"1165.2"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_949"	"3117"	"1714"	"XP_002284153"	"PREDICTED: UDP-glucuronic acid decarboxylase 6 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"55"	"91"	"0"	"648.277"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1644"	"365"	"1443"	"XP_010664453"	"PREDICTED: uncharacterized protein LOC100266091 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"100"	"36"	"0"	"944.88"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1271"	"2509"	"1567"	"RVW79324"	"Protein detoxification 19 [Vitis vinifera]"	"Vitis vinifera"	"92.6"	"1"	"87"	"94"	"0"	"760.37"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3379"	"524"	"1092"	"XP_002269473"	"PREDICTED: peptide methionine sulfoxide reductase A5 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"69"	"100"	"0"	"516.538"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2904"	"358"	"1167"	"XP_002285647"	"PREDICTED: peptide methionine sulfoxide reductase B1, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"34"	"67"	"2.68661e-93"	"288.115"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2286"	"334"	"1291"	"XP_002285825"	"PREDICTED: eukaryotic translation initiation factor 5 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"61"	"58"	"4.10464e-160"	"469.159"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3583"	"277"	"1064"	"XP_002273526"	"PREDICTED: dihydropyrimidinase [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"89"	"59"	"0"	"656.366"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1035"	"205"	"1671"	"CBI38730"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"97"	"37"	"0"	"1117.06"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2024"	"5135"	"1344"	"XP_010644505"	"PREDICTED: transcription initiation factor TFIID subunit 6 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"82"	"0"	"928.317"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
